Name,Constituency,Caucus,Salaries,Travel,Hospitality,Contracts,Year,Quarter
"Barlow, John",Foothills,Conservative,73791.72,33611.55,1404.51,13782.68,2023,3
"Barrett, Michael",Leeds—Grenville—Thousand Islands and Rideau Lakes,Conservative,78278.55,8897.99,0.0,21758.34,2023,3
"Barron, Lisa Marie",Nanaimo—Ladysmith,New Democratic Party,67030.56,40962.15,488.95,27417.98,2023,3
"Barsalou-Duval, Xavier",Pierre-Boucher—Les Patriotes—Verchères,Bloc Québécois,62063.95,18258.0,1087.08,31189.21,2023,3
"Battiste, Jaime",Sydney—Victoria,Liberal,56885.28,34648.37,431.74,23160.03,2023,3
"Beaulieu, Mario",La Pointe-de-l'Île,Bloc Québécois,49653.48,15466.67,1462.7,51868.65,2023,3
"Beech, Terry",Burnaby North—Seymour,Liberal,62754.28,33084.12,616.66,35002.71,2023,3
"Bendayan, Rachel",Outremont,Liberal,74751.99,9076.35,232.61,22689.56,2023,3
"Bennett, Hon. Carolyn",Toronto—St. Paul's,Liberal,77113.67,19027.66,110.96,8945.11,2023,3
"Benzen, Bob",Calgary Heritage,Conservative,72056.16,26563.26,494.29,30322.36,2023,3
"Bergen, Hon. Candice",Portage—Lisgar,Conservative,43595.38,39466.73,431.68,21260.8,2023,3
"Bergeron, Stéphane",Montarville,Bloc Québécois,57418.16,10476.87,1136.22,29190.31,2023,3
"Berthold, Luc",Mégantic—L'Érable,Conservative,51813.18,15757.63,1348.04,26123.52,2023,3
"Bérubé, Sylvie",Abitibi—Baie-James—Nunavik—Eeyou,Bloc Québécois,76180.01,29178.54,737.13,43766.07,2023,3
"Bezan, James",Selkirk—Interlake—Eastman,Conservative,73022.1,36422.35,446.76,24142.91,2023,3
"Bibeau, Hon. Marie-Claude",Compton—Stanstead,Liberal,65935.02,10815.17,1426.48,25917.77,2023,3
"Bittle, Chris",St. Catharines,Liberal,75022.98,17756.59,0.0,13924.55,2023,3
"Blaikie, Daniel",Elmwood—Transcona,New Democratic Party,54362.18,29402.23,611.01,20014.61,2023,3
"Blair, Hon. Bill",Scarborough Southwest,Liberal,57037.77,31278.77,0.0,30635.55,2023,3
"Blanchet, Yves-François",Beloeil—Chambly,Bloc Québécois,51862.58,13708.03,956.92,23610.6,2023,3
"Blanchette-Joncas, Maxime",Rimouski-Neigette—Témiscouata—Les Basques,Bloc Québécois,37176.1,17454.9,778.26,40651.47,2023,3
"Blaney, Rachel",North Island—Powell River,New Democratic Party,77072.77,31703.19,475.21,32680.31,2023,3
"Block, Kelly",Carlton Trail—Eagle Creek,Conservative,66432.65,30372.02,367.42,30268.29,2023,3
"Blois, Kody",Kings—Hants,Liberal,66967.52,29143.08,838.55,16660.42,2023,3
"Boissonnault, Hon. Randy",Edmonton Centre,Liberal,58102.75,6769.9,0.0,15791.16,2023,3
"Boulerice, Alexandre",Rosemont—La Petite-Patrie,New Democratic Party,74596.31,9340.72,258.5,20549.3,2023,3
"Bradford, Valerie",Kitchener South—Hespeler,Liberal,97463.97,16423.61,653.85,21747.3,2023,3
"Bragdon, Richard",Tobique—Mactaquac,Conservative,81836.63,38794.7,101.75,13756.01,2023,3
"Brassard, John",Barrie—Innisfil,Conservative,61904.5,20023.78,1102.5,31427.12,2023,3
"Bratina, Bob",Hamilton East—Stoney Creek,Liberal,0.0,0.0,0.0,-3488.32,2023,3
"Brière, Élisabeth",Sherbrooke,Liberal,71328.58,12585.98,0.0,26136.08,2023,3
"Brock, Larry",Brantford—Brant,Conservative,69667.44,21344.58,4271.63,19900.03,2023,3
"Brunelle-Duceppe, Alexis",Lac-Saint-Jean,Bloc Québécois,72180.43,37577.37,2312.72,12996.71,2023,3
"Calkins, Blaine",Red Deer—Lacombe,Conservative,86400.6,35115.54,579.25,16274.15,2023,3
"Cannings, Richard",South Okanagan—West Kootenay,New Democratic Party,80457.58,27600.26,478.33,18471.38,2023,3
"Caputo, Frank",Kamloops—Thompson—Cariboo,Conservative,67280.13,52073.18,718.83,23212.41,2023,3
"Carr, Hon. Jim",Winnipeg South Centre,Liberal,64790.4,27920.57,0.0,33404.34,2023,3
"Carrie, Colin",Oshawa,Conservative,67157.34,5872.64,0.0,33689.9,2023,3
"Casey, Sean",Charlottetown,Liberal,62875.71,23517.74,558.5,14495.23,2023,3
"Chabot, Louise",Thérèse-De Blainville,Bloc Québécois,62787.48,17270.8,1281.5,34812.01,2023,3
"Chagger, Hon. Bardish",Waterloo,Liberal,56540.02,17334.73,2332.71,19968.88,2023,3
"Chahal, George",Calgary Skyview,Liberal,90588.39,29514.73,0.0,27075.54,2023,3
"Chambers, Adam",Simcoe North,Conservative,61384.89,26231.92,0.0,22604.18,2023,3
"Champagne, Hon. François-Philippe",Saint-Maurice—Champlain,Liberal,66824.26,13528.18,635.32,27455.89,2023,3
"Champoux, Martin",Drummond,Bloc Québécois,73293.96,14624.18,2134.96,31719.64,2023,3
"Charbonneau, Louise",Trois-Rivières,Bloc Québécois,0.0,8161.35,0.0,1891.0,2023,3
"Chatel, Sophie",Pontiac,Liberal,76959.07,10377.83,214.2,18952.64,2023,3
"Chen, Shaun",Scarborough North,Liberal,47300.43,16538.04,168.94,15408.59,2023,3
"Chiang, Paul",Markham—Unionville,Liberal,58614.3,24316.86,141.83,16706.1,2023,3
"Chong, Hon. Michael",Wellington—Halton Hills,Conservative,64823.52,17888.63,430.91,14996.1,2023,3
"Collins, Chad",Hamilton East—Stoney Creek,Liberal,53328.88,14360.52,191.87,12966.66,2023,3
"Collins, Laurel",Victoria,New Democratic Party,63999.41,19813.55,0.0,19424.3,2023,3
"Cooper, Michael",St. Albert—Edmonton,Conservative,66405.35,11492.91,371.22,18609.27,2023,3
"Cormier, Serge",Acadie—Bathurst,Liberal,51562.66,10815.32,0.0,10225.6,2023,3
"Coteau, Michael",Don Valley East,Liberal,71573.5,22170.89,0.0,19172.8,2023,3
"Cumming, James",Edmonton Centre,Conservative,0.0,0.0,0.0,15000.0,2023,3
"Dabrusin, Julie",Toronto—Danforth,Liberal,79514.44,7847.4,9.03,20678.02,2023,3
"Dalton, Marc",Pitt Meadows—Maple Ridge,Conservative,42722.69,49224.68,1321.38,23205.82,2023,3
"Damoff, Pam",Oakville North—Burlington,Liberal,80737.92,29047.54,528.25,15526.17,2023,3
"Dancho, Raquel",Kildonan—St. Paul,Conservative,76497.52,18167.8,529.05,23819.79,2023,3
"Davidson, Scot",York—Simcoe,Conservative,57011.0,22686.56,261.84,21574.42,2023,3
"Davies, Don",Vancouver Kingsway,New Democratic Party,70297.86,47437.41,860.9,29379.1,2023,3
"DeBellefeuille, Claude",Salaberry—Suroît,Bloc Québécois,68169.48,11960.59,1609.85,29869.87,2023,3
"Deltell, Gérard",Louis-Saint-Laurent,Conservative,86902.53,17646.27,490.0,31279.32,2023,3
"d'Entremont, Chris",West Nova,Conservative,82100.69,19501.6,214.78,36218.16,2023,3
"Desbiens, Caroline",Beauport—Côte-de-Beaupré—Île d'Orléans—Charlevoix,Bloc Québécois,73902.52,29211.81,1332.88,35229.3,2023,3
"Desilets, Luc",Rivière-des-Mille-Îles,Bloc Québécois,62738.83,16328.57,1306.69,24243.89,2023,3
"Desjarlais, Blake",Edmonton Griesbach,New Democratic Party,70893.4,44774.72,2939.38,11889.46,2023,3
"Dhaliwal, Sukh",Surrey—Newton,Liberal,52428.79,31634.38,1325.79,27272.11,2023,3
"Dhillon, Anju",Dorval—Lachine—LaSalle,Liberal,68957.08,15819.68,0.0,16426.04,2023,3
"Diab, Lena Metlege",Halifax West,Liberal,55197.84,23675.5,1200.69,17708.68,2023,3
"Doherty, Todd",Cariboo—Prince George,Conservative,90725.55,36317.48,220.66,9958.45,2023,3
"Dong, Han",Don Valley North,Liberal,63158.61,12942.44,457.83,24746.56,2023,3
"Dowdall, Terry",Simcoe—Grey,Conservative,62379.75,17776.79,0.0,33071.5,2023,3
"Dreeshen, Earl",Red Deer—Mountain View,Conservative,54339.96,36895.92,40.0,20294.15,2023,3
"Drouin, Francis",Glengarry—Prescott—Russell,Liberal,66166.5,4978.93,103.49,23730.31,2023,3
"Dubourg, Emmanuel",Bourassa,Liberal,66127.66,10103.95,1665.89,27885.88,2023,3
"Duclos, Hon. Jean-Yves",Québec,Liberal,65940.36,12724.56,1457.7,31323.26,2023,3
"Duguid, Terry",Winnipeg South,Liberal,64278.96,20299.32,12.99,23151.84,2023,3
"Duncan, Eric",Stormont—Dundas—South Glengarry,Conservative,71630.5,18060.64,1573.26,25343.32,2023,3
"Duncan, Hon. Kirsty",Etobicoke North,Liberal,49080.0,15385.76,0.0,15115.79,2023,3
"Dzerowicz, Julie",Davenport,Liberal,51869.1,18318.88,2012.3,39969.63,2023,3
"Ehsassi, Ali",Willowdale,Liberal,52330.55,18890.82,900.18,16271.99,2023,3
"El-Khoury, Fayçal",Laval—Les Îles,Liberal,51605.7,16757.88,1071.84,21217.33,2023,3
"Ellis, Stephen",Cumberland—Colchester,Conservative,68364.8,16081.21,139.45,20391.79,2023,3
"Epp, Dave",Chatham-Kent—Leamington,Conservative,97370.72,28813.04,560.82,19510.77,2023,3
"Erskine-Smith, Nathaniel",Beaches—East York,Liberal,61662.7,4154.92,0.0,22305.27,2023,3
"Falk, Rosemarie",Battlefords—Lloydminster,Conservative,63751.62,55790.16,748.81,24210.1,2023,3
"Falk, Ted",Provencher,Conservative,51360.36,26784.3,215.16,32518.98,2023,3
"Fast, Hon. Ed",Abbotsford,Conservative,67316.05,37347.91,1557.58,18728.4,2023,3
"Fergus, Hon. Greg",Hull—Aylmer,Liberal,67043.1,8651.43,1368.21,33325.76,2023,3
"Ferreri, Michelle",Peterborough—Kawartha,Conservative,76030.68,11440.68,676.93,21780.46,2023,3
"Fillmore, Andy",Halifax,Liberal,67934.47,31459.91,1220.61,13987.96,2023,3
"Findlay, Hon. Kerry-Lynne",South Surrey—White Rock,Conservative,51236.67,34090.3,372.14,18322.42,2023,3
"Fisher, Darren",Dartmouth—Cole Harbour,Liberal,46470.4,19036.91,272.0,18888.98,2023,3
"Fonseca, Peter",Mississauga East—Cooksville,Liberal,61891.13,22761.52,101.27,23298.19,2023,3
"Fortier, Hon. Mona",Ottawa—Vanier,Liberal,58349.58,2592.48,2111.97,16916.69,2023,3
"Fortin, Rhéal",Rivière-du-Nord,Bloc Québécois,49988.37,6886.01,1198.0,24153.39,2023,3
"Fragiskatos, Peter",London North Centre,Liberal,86456.04,23232.09,0.0,34808.78,2023,3
"Fraser, Hon. Sean",Central Nova,Liberal,58442.22,18765.02,834.13,23783.97,2023,3
"Freeland, Hon. Chrystia",University—Rosedale,Liberal,60730.63,22918.92,0.0,36387.82,2023,3
"Fry, Hon. Hedy",Vancouver Centre,Liberal,53032.08,11373.31,2447.68,21021.89,2023,3
"Gaheer, Iqwinder",Mississauga—Malton,Liberal,29239.91,14991.57,0.0,22149.75,2023,3
"Gallant, Cheryl",Renfrew—Nipissing—Pembroke,Conservative,80520.59,17939.59,91.0,17394.8,2023,3
"Garneau, Hon. Marc",Notre-Dame-de-Grâce—Westmount,Liberal,54674.88,2884.98,63.7,19781.14,2023,3
"Garon, Jean-Denis",Mirabel,Bloc Québécois,75961.64,17802.96,393.44,16779.81,2023,3
"Garrison, Randall",Esquimalt—Saanich—Sooke,New Democratic Party,73986.2,29074.42,0.0,27553.39,2023,3
"Gaudreau, Marie-Hélène",Laurentides—Labelle,Bloc Québécois,61761.6,16185.52,811.28,33725.48,2023,3
"Gazan, Leah",Winnipeg Centre,New Democratic Party,69826.94,37851.38,1524.71,22374.43,2023,3
"Généreux, Bernard",Montmagny—L'Islet—Kamouraska—Rivière-du-Loup,Conservative,69327.71,27106.46,1076.44,29620.65,2023,3
"Genuis, Garnett",Sherwood Park—Fort Saskatchewan,Conservative,83362.89,30699.59,1434.08,15800.75,2023,3
"Gerretsen, Mark",Kingston and the Islands,Liberal,55890.3,14902.97,963.73,32076.41,2023,3
"Gill, Marilène",Manicouagan,Bloc Québécois,89154.83,37346.92,2402.48,35467.06,2023,3
"Gladu, Marilyn",Sarnia—Lambton,Conservative,75201.24,24147.89,1487.55,22522.15,2023,3
"Godin, Joël",Portneuf—Jacques-Cartier,Conservative,66206.49,15286.0,1910.16,32946.57,2023,3
"Goodridge, Laila",Fort McMurray—Cold Lake,Conservative,57526.72,28676.35,26.07,10964.75,2023,3
"Gould, Hon. Karina",Burlington,Liberal,75337.27,21712.47,2574.42,35746.14,2023,3
"Gourde, Jacques",Lévis—Lotbinière,Conservative,71672.2,18495.44,2323.84,55497.03,2023,3
"Gray, Tracy",Kelowna—Lake Country,Conservative,57698.46,24179.0,467.51,45380.53,2023,3
"Green, Matthew",Hamilton Centre,New Democratic Party,74092.46,16933.91,274.97,14441.94,2023,3
"Guilbeault, Hon. Steven",Laurier—Sainte-Marie,Liberal,68705.77,8926.62,354.92,19816.04,2023,3
"Hajdu, Hon. Patty",Thunder Bay—Superior North,Liberal,73378.61,18165.94,247.98,27604.9,2023,3
"Hallan, Jasraj Singh",Calgary Forest Lawn,Conservative,79491.48,6713.28,123.03,33688.64,2023,3
"Hanley, Brendan",Yukon,Liberal,59878.08,19193.28,50.0,40928.65,2023,3
"Hardie, Ken",Fleetwood—Port Kells,Liberal,90619.49,26346.99,605.28,15809.72,2023,3
"Harris, Jack",St. John's East,New Democratic Party,0.0,0.0,0.0,3495.0,2023,3
"Hepfner, Lisa",Hamilton Mountain,Liberal,98803.6,15172.83,571.0,18697.37,2023,3
"Hoback, Randy",Prince Albert,Conservative,72693.3,27331.97,46.99,18192.39,2023,3
"Holland, Hon. Mark",Ajax,Liberal,78841.2,17839.21,457.99,26623.91,2023,3
"Housefather, Anthony",Mount Royal,Liberal,60830.27,16865.83,107.94,20154.42,2023,3
"Hughes, Carol",Algoma—Manitoulin—Kapuskasing,New Democratic Party,79338.06,28607.91,544.29,16198.39,2023,3
"Hussen, Hon. Ahmed",York South—Weston,Liberal,48598.32,14472.29,0.0,31364.8,2023,3
"Hutchings, Hon. Gudie",Long Range Mountains,Liberal,86994.47,27430.59,74.94,25320.84,2023,3
"Iacono, Angelo",Alfred-Pellan,Liberal,42312.32,11411.69,760.83,31330.09,2023,3
"Idlout, Lori",Nunavut,New Democratic Party,63961.29,47057.03,535.44,13215.54,2023,3
"Ien, Hon. Marci",Toronto Centre,Liberal,58409.01,2299.8,0.0,14757.07,2023,3
"Jaczek, Hon. Helena",Markham—Stouffville,Liberal,62616.91,12724.78,10477.4,16179.35,2023,3
"Jeneroux, Matt",Edmonton Riverbend,Conservative,66702.3,37015.44,303.14,18894.84,2023,3
"Johns, Gord",Courtenay—Alberni,New Democratic Party,81556.13,35280.02,390.27,22010.7,2023,3
"Joly, Hon. Mélanie",Ahuntsic-Cartierville,Liberal,77997.56,10800.72,0.0,21200.22,2023,3
"Jones, Yvonne",Labrador,Liberal,69982.5,38419.69,369.84,18435.12,2023,3
"Jowhari, Majid",Richmond Hill,Liberal,83116.98,19652.97,1984.06,24578.24,2023,3
"Julian, Peter",New Westminster—Burnaby,New Democratic Party,79601.15,8688.19,785.97,27446.04,2023,3
"Kayabaga, Arielle",London West,Liberal,49755.55,19598.87,202.5,21762.93,2023,3
"Kelloway, Mike",Cape Breton—Canso,Liberal,82577.58,32344.05,52.0,33682.84,2023,3
"Kelly, Pat",Calgary Rocky Ridge,Conservative,74563.16,19456.4,0.0,20610.75,2023,3
"Khalid, Iqra",Mississauga—Erin Mills,Liberal,60376.46,20791.33,450.58,17465.36,2023,3
"Khera, Hon. Kamal",Brampton West,Liberal,67551.06,21787.27,0.0,25032.63,2023,3
"Kitchen, Robert",Souris—Moose Mountain,Conservative,56383.74,36714.78,213.42,24121.62,2023,3
"Kmiec, Tom",Calgary Shepard,Conservative,71376.93,39793.58,687.74,20693.89,2023,3
"Koutrakis, Annie",Vimy,Liberal,67793.66,15641.85,349.37,22678.65,2023,3
"Kram, Michael",Regina—Wascana,Conservative,65268.2,30892.91,227.37,26552.23,2023,3
"Kramp-Neuman, Shelby",Hastings—Lennox and Addington,Conservative,105943.52,18330.37,490.47,20626.75,2023,3
"Kurek, Damien",Battle River—Crowfoot,Conservative,69020.34,34403.95,962.81,18962.29,2023,3
"Kusie, Stephanie",Calgary Midnapore,Conservative,68292.19,48598.67,1952.61,16295.91,2023,3
"Kusmierczyk, Irek",Windsor—Tecumseh,Liberal,69797.16,9496.44,3160.2,24220.95,2023,3
"Kwan, Jenny",Vancouver East,New Democratic Party,69193.2,40180.1,381.85,33565.79,2023,3
"Lake, Hon. Mike",Edmonton—Wetaskiwin,Conservative,99108.11,41681.54,822.87,17056.67,2023,3
"Lalonde, Marie-France",Orléans,Liberal,61807.7,2760.1,2351.12,17634.81,2023,3
"Lambropoulos, Emmanuella",Saint-Laurent,Liberal,45399.13,23375.64,1703.4,18567.16,2023,3
"Lametti, Hon. David",LaSalle—Émard—Verdun,Liberal,72571.61,15175.37,1668.98,25455.95,2023,3
"Lamoureux, Kevin",Winnipeg North,Liberal,66870.42,20150.1,0.0,19232.97,2023,3
"Lantsman, Melissa",Thornhill,Conservative,63253.97,25414.23,71.96,29992.73,2023,3
"LaPointe, Viviane",Sudbury,Liberal,68422.26,18230.26,238.9,16044.43,2023,3
"Larouche, Andréanne",Shefford,Bloc Québécois,65829.51,13221.25,0.0,32618.01,2023,3
"Lattanzio, Patricia",Saint-Léonard—Saint-Michel,Liberal,35225.87,15646.29,1229.54,28712.51,2023,3
"Lauzon, Stéphane",Argenteuil—La Petite-Nation,Liberal,59797.68,7708.66,4480.52,43011.27,2023,3
"Lawrence, Philip",Northumberland—Peterborough South,Conservative,61999.14,13511.42,140.56,20438.57,2023,3
"LeBlanc, Hon. Dominic",Beauséjour,Liberal,59330.52,28630.9,3227.86,14637.69,2023,3
"Lebouthillier, Hon. Diane",Gaspésie—Les Îles-de-la-Madeleine,Liberal,53088.22,14479.94,164.59,21479.22,2023,3
"Lehoux, Richard",Beauce,Conservative,54714.58,15066.95,2650.65,18744.93,2023,3
"Lemire, Sébastien",Abitibi—Témiscamingue,Bloc Québécois,83402.63,19787.77,1454.2,15804.83,2023,3
"Lewis, Chris",Essex,Conservative,72419.16,19607.66,1151.19,29768.52,2023,3
"Lewis, Leslyn",Haldimand—Norfolk,Conservative,65244.13,13456.98,791.86,13311.21,2023,3
"Liepert, Ron",Calgary Signal Hill,Conservative,67848.7,41147.93,126.38,15810.8,2023,3
"Lightbound, Joël",Louis-Hébert,Liberal,70879.55,16870.56,878.16,17144.8,2023,3
"Lloyd, Dane",Sturgeon River—Parkland,Conservative,75146.77,12323.34,9.48,25740.99,2023,3
"Lobb, Ben",Huron—Bruce,Conservative,67272.3,26971.91,367.25,25695.42,2023,3
"Long, Wayne",Saint John—Rothesay,Liberal,80659.15,23148.69,1704.24,30850.58,2023,3
"Longfield, Lloyd",Guelph,Liberal,61002.96,17671.12,325.28,31301.15,2023,3
"Louis, Tim",Kitchener—Conestoga,Liberal,62587.36,19862.62,435.88,22440.14,2023,3
"MacAulay, Hon. Lawrence",Cardigan,Liberal,60487.62,9705.41,0.0,13200.84,2023,3
"MacDonald, Heath",Malpeque,Liberal,65892.85,17240.94,390.69,13018.36,2023,3
"MacGregor, Alistair",Cowichan—Malahat—Langford,New Democratic Party,71769.18,33890.54,251.66,20178.76,2023,3
"MacKenzie, Dave",Oxford,Conservative,79394.5,11592.68,0.0,9173.95,2023,3
"MacKinnon, Hon. Steven",Gatineau,Liberal,58232.44,4022.41,1935.36,22989.44,2023,3
"Maguire, Larry",Brandon—Souris,Conservative,67608.09,30946.77,262.52,15652.14,2023,3
"Maloney, James",Etobicoke—Lakeshore,Liberal,63307.96,31401.18,3188.63,42531.83,2023,3
"Martel, Richard",Chicoutimi—Le Fjord,Conservative,74560.0,22100.14,137.56,22095.3,2023,3
"Martinez Ferrada, Soraya",Hochelaga,Liberal,67660.01,14937.27,4696.11,24036.3,2023,3
"Masse, Brian",Windsor West,New Democratic Party,81033.98,14751.16,104.99,15823.66,2023,3
"Mathyssen, Lindsay",London—Fanshawe,New Democratic Party,72865.55,28083.46,224.59,28735.58,2023,3
"May, Bryan",Cambridge,Liberal,66009.62,22692.99,330.0,23075.59,2023,3
"May, Elizabeth",Saanich—Gulf Islands,Green Party,75013.89,9956.88,954.67,18921.88,2023,3
"Mazier, Dan",Dauphin—Swan River—Neepawa,Conservative,63713.25,44804.19,295.46,26298.91,2023,3
"McCauley, Kelly",Edmonton West,Conservative,53571.04,43583.97,434.0,25242.42,2023,3
"McDonald, Ken",Avalon,Liberal,103045.31,48586.19,113.5,13330.67,2023,3
"McGuinty, Hon. David",Ottawa South,Liberal,51770.94,3096.17,0.0,22454.44,2023,3
"McKay, Hon. John",Scarborough—Guildwood,Liberal,63360.0,16539.86,69.65,14774.56,2023,3
"McKinnon, Ron",Coquitlam—Port Coquitlam,Liberal,72204.46,51066.47,859.79,19446.34,2023,3
"McLean, Greg",Calgary Centre,Conservative,69086.39,41746.96,639.97,26426.16,2023,3
"McLeod, Michael",Northwest Territories,Liberal,52768.45,23012.64,227.17,11627.17,2023,3
"McPherson, Heather",Edmonton Strathcona,New Democratic Party,77440.04,38715.85,1669.05,17316.37,2023,3
"Melillo, Eric",Kenora,Conservative,82497.7,47084.87,0.0,18376.62,2023,3
"Mendès, Alexandra",Brossard—Saint-Lambert,Liberal,51403.93,9132.32,322.65,17734.86,2023,3
"Mendicino, Hon. Marco",Eglinton—Lawrence,Liberal,47718.24,10003.18,0.0,16487.32,2023,3
"Miao, Wilson",Richmond Centre,Liberal,25844.03,30653.41,0.0,57465.98,2023,3
"Michaud, Kristina",Avignon—La Mitis—Matane—Matapédia,Bloc Québécois,55969.43,41923.3,2164.19,24711.7,2023,3
"Miller, Hon. Marc",Ville-Marie—Le Sud-Ouest—Île-des-Soeurs,Liberal,59295.95,8915.02,0.0,12467.91,2023,3
"Moore, Hon. Rob",Fundy Royal,Conservative,76310.94,25021.87,414.16,22528.73,2023,3
"Morantz, Marty",Charleswood—St. James—Assiniboia—Headingley,Conservative,54444.18,26988.31,0.0,24309.95,2023,3
"Morrice, Mike",Kitchener Centre,Green Party,91287.81,23469.05,1988.13,25290.45,2023,3
"Morrison, Rob",Kootenay—Columbia,Conservative,80103.34,59998.39,100.0,9303.3,2023,3
"Morrissey, Robert",Egmont,Liberal,87401.44,23398.27,0.0,18462.81,2023,3
"Motz, Glen",Medicine Hat—Cardston—Warner,Conservative,71440.33,38889.21,175.41,14428.28,2023,3
"Murray, Hon. Joyce",Vancouver Quadra,Liberal,61228.97,23839.69,218.39,17255.62,2023,3
"Muys, Dan",Flamborough—Glanbrook,Conservative,57997.92,8393.41,0.0,65229.43,2023,3
"Naqvi, Yasir",Ottawa Centre,Liberal,65208.86,3254.16,714.5,19764.65,2023,3
"Nater, John",Perth—Wellington,Conservative,70807.56,19729.42,398.29,23071.78,2023,3
"Ng, Hon. Mary",Markham—Thornhill,Liberal,60339.75,12545.82,1108.5,29026.05,2023,3
"Noormohamed, Taleeb",Vancouver Granville,Liberal,65108.57,26034.37,1438.55,21887.75,2023,3
"Normandin, Christine",Saint-Jean,Bloc Québécois,65416.56,8555.4,1000.51,22557.52,2023,3
"O'Connell, Jennifer",Pickering—Uxbridge,Liberal,69348.67,13187.93,344.93,15994.88,2023,3
"Oliphant, Hon. Robert",Don Valley West,Liberal,78440.83,21326.0,523.81,20921.7,2023,3
"O'Regan, Hon. Seamus",St. John's South—Mount Pearl,Liberal,74869.96,25076.17,1284.4,37432.94,2023,3
"O'Toole, Hon. Erin",Durham,Conservative,74148.72,19487.41,2824.77,24763.59,2023,3
"Patzer, Jeremy",Cypress Hills—Grasslands,Conservative,57975.97,32668.77,361.99,18802.15,2023,3
"Paul-Hus, Pierre",Charlesbourg—Haute-Saint-Charles,Conservative,61771.68,17002.16,1487.0,29549.13,2023,3
"Pauzé, Monique",Repentigny,Bloc Québécois,71297.22,9875.72,1405.36,23019.05,2023,3
"Perkins, Rick",South Shore—St. Margarets,Conservative,75884.84,29406.87,303.56,34563.28,2023,3
"Perron, Yves",Berthier—Maskinongé,Bloc Québécois,56268.58,15783.42,1451.98,35442.32,2023,3
"Petitpas Taylor, Hon. Ginette",Moncton—Riverview—Dieppe,Liberal,47723.16,16288.55,346.94,17194.34,2023,3
"Plamondon, Louis",Bécancour—Nicolet—Saurel,Bloc Québécois,55319.74,6567.81,800.0,24563.58,2023,3
"Poilievre, Hon. Pierre",Carleton,Conservative,19434.24,0.0,0.0,26115.57,2023,3
"Powlowski, Marcus",Thunder Bay—Rainy River,Liberal,65002.16,13917.11,203.33,25500.45,2023,3
"Qualtrough, Hon. Carla",Delta,Liberal,58881.98,47610.12,2232.15,36247.77,2023,3
"Ratansi, Yasmin",Don Valley East,Independent,0.0,0.0,0.0,660.0,2023,3
"Rayes, Alain",Richmond—Arthabaska,Independent,62736.56,24889.97,3496.6,19608.73,2023,3
"Redekopp, Brad",Saskatoon West,Conservative,70814.11,32516.82,743.98,24609.56,2023,3
"Reid, Scott",Lanark—Frontenac—Kingston,Conservative,60562.38,257.16,817.0,49759.69,2023,3
"Rempel Garner, Hon. Michelle",Calgary Nose Hill,Conservative,64035.81,45062.79,542.52,22069.79,2023,3
"Richards, Blake",Banff—Airdrie,Conservative,68261.76,16409.33,988.65,18252.85,2023,3
"Roberts, Anna",King—Vaughan,Conservative,58434.84,17184.75,0.0,38664.72,2023,3
"Robillard, Yves",Marc-Aurèle-Fortin,Liberal,69825.87,8921.92,1257.31,18103.35,2023,3
"Rodriguez, Hon. Pablo",Honoré-Mercier,Liberal,60027.66,9460.09,2723.65,23966.8,2023,3
"Rogers, Churence",Bonavista—Burin—Trinity,Liberal,85647.72,21865.57,0.0,13206.17,2023,3
"Romanado, Sherry",Longueuil—Charles-LeMoyne,Liberal,71381.83,17981.05,1139.51,29265.99,2023,3
"Rood, Lianne",Lambton—Kent—Middlesex,Conservative,68653.26,21907.51,891.11,20442.37,2023,3
"Rota, Hon. Anthony",Nipissing—Timiskaming,Liberal,76589.48,6446.15,96.79,17199.96,2023,3
"Ruff, Alex",Bruce—Grey—Owen Sound,Conservative,58197.48,12546.65,0.0,21259.28,2023,3
"Sahota, Jag",Calgary Skyview,Conservative,0.0,0.0,0.0,1450.0,2023,3
"Sahota, Ruby",Brampton North,Liberal,54490.28,19899.81,0.0,19392.22,2023,3
"Sajjan, Hon. Harjit S.",Vancouver South,Liberal,45782.59,22341.78,505.85,19707.55,2023,3
"Saks, Ya'ara",York Centre,Liberal,82480.26,16071.03,498.03,24987.4,2023,3
"Samson, Darrell",Sackville—Preston—Chezzetcook,Liberal,57098.58,18662.78,206.81,24865.65,2023,3
"Sarai, Randeep",Surrey Centre,Liberal,71680.75,37341.5,559.22,39890.09,2023,3
"Savard-Tremblay, Simon-Pierre",Saint-Hyacinthe—Bagot,Bloc Québécois,73260.67,12010.09,621.98,18499.36,2023,3
"Scarpaleggia, Francis",Lac-Saint-Louis,Liberal,54369.24,19468.56,1545.55,29830.1,2023,3
"Scheer, Hon. Andrew",Regina—Qu'Appelle,Conservative,54168.14,41432.16,993.21,24209.13,2023,3
"Schiefke, Peter",Vaudreuil—Soulanges,Liberal,79300.26,10416.38,4783.59,29625.27,2023,3
"Schmale, Jamie",Haliburton—Kawartha Lakes—Brock,Conservative,92674.75,17214.16,1890.79,23241.03,2023,3
"Seeback, Kyle",Dufferin—Caledon,Conservative,89374.32,31033.33,1781.6,34922.81,2023,3
"Serré, Marc",Nickel Belt,Liberal,70482.77,17196.32,527.61,44146.15,2023,3
"Sgro, Hon. Judy A.",Humber River—Black Creek,Liberal,69621.93,22422.12,1919.9,16071.0,2023,3
"Shanahan, Brenda",Châteauguay—Lacolle,Liberal,56423.43,13297.9,580.69,23394.23,2023,3
